article_id,dataset_id,type_true,type_pred,cat_id,cat_type,cat_article_id
10.1371_journal.pone.0159387,https://doi.org/10.2165/11317030-000000000-00000,,Primary,FP,FP,TP
10.1038_s41396-020-00885-8,IPR029787,Secondary,Secondary,TP,TP,TP
10.1186_s40168-018-0532-2,ERP009498,,Secondary,FP,FP,FP
10.3133_cir1497,https://doi.org/10.5066/f72z13n1,Secondary,,TP,FN,TP
10.1111_1365-2664.13446,https://doi.org/10.1560/x7k3-9jg8-mh2j-xgx1,,Primary,FP,FP,TP
10.1371_journal.pone.0212669,E-GEOD-39084,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0159387,PRJNA74077,Secondary,Secondary,TP,TP,TP
10.1186_s12866-015-0509-2,PRJNA283549,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,PF04347,Secondary,Secondary,TP,TP,TP
10.1073_pnas.1711872115,https://doi.org/10.5281/zenodo.1135371,Primary,,FN,FN,TP
10.1186_s13072-019-0285-6,GSE49733,,Secondary,FP,FP,FP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/k9/tcia.2016.hdhpgjlk,,Primary,TP,FP,TP
10.3390_microorganisms8121872,CHEMBL3109593,Secondary,Secondary,TP,TP,TP
10.1186_s12864-015-2206-9,ENSMODG00000014381,,Secondary,FP,FP,FP
10.1128_JVI.01717-21,EPI_ISL_445093,Primary,,TP,FN,TP
10.1590_1678-4685-gmb-2018-0055,SRR5438011,,Secondary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR002477,Secondary,Secondary,TP,TP,TP
10.1021_acsomega.3c06074,CHEMBL70,Secondary,Secondary,TP,TP,TP
10.1186_s12864-019-5872-1,ENSDARG00000073933,,Secondary,FP,FP,FP
10.1590_0102.3772e35417,https://doi.org/10.5042/jacpr.2010.0001,,Primary,FP,FP,FP
10.1016_j.molcel.2018.11.006,GSE52279,,Secondary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293286,Primary,,TP,FN,TP
10.7554_eLife.63194,PRJEB43239,,Secondary,FP,FP,TP
10.1073_pnas.2306723120,https://doi.org/10.5281/zenodo.8411975,,Primary,FP,FP,TP
10.3389_fevo.2023.1112519,https://doi.org/10.17957/ijab/15.1047,,Primary,FP,FP,TP
10.1029_2019pa003774,https://doi.org/10.3334/cdiac/otg.ndp093_glodapv2,Secondary,,TP,FN,TP
10.1101_2022.07.21.501061,https://doi.org/10.15468/dl.pdjqte,Primary,Primary,TP,TP,TP
10.1186_s12933-019-0813-5,https://doi.org/10.20982/tqmp.05.1.p011,,Primary,FP,FP,FP
10.1534_g3.119.400993,https://doi.org/10.14806/ej.17.1.200,,Primary,FP,FP,TP
10.1590_1678-4685-gmb-2018-0055,SRR3168931,,Secondary,FP,FP,FP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163789,Primary,Primary,TP,TP,TP
10.1186_s12870-019-1632-2,SAMN10345064,,Primary,FP,FP,FP
10.1136_jitc-2021-003114,CVCL_1919,Secondary,Secondary,TP,TP,TP
10.1130_ges01387.1,https://doi.org/10.5066/f7th8jwj,,Primary,FP,FP,TP
10.1098_rsos.190841,https://doi.org/10.5061/dryad.3b65k44,Primary,Primary,TP,TP,TP
10.7554_eLife.63194,SRR2430028,Secondary,Secondary,TP,TP,TP
10.1038_s41467-018-04041-x,https://doi.org/10.1594/pangaea.876062,Primary,Primary,TP,TP,TP
10.1186_s12859-018-2263-6,GSE7895,,Secondary,FP,FP,FP
10.1186_s13014-018-1166-z,https://doi.org/10.4236/jct.2016.73018,,Primary,FP,FP,FP
10.7554_elife.73695,https://doi.org/10.7208/chicago/9780226102429.001.0001,,Primary,FP,FP,TP
10.1029_2023ea002840,https://doi.org/10.1191/095968399674716399,,Primary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN07159044,Secondary,,TP,FN,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.92jj3s,Secondary,,TP,FN,TP
10.1186_s12934-018-1005-9,PF15652,,Secondary,FP,FP,FP
10.1038_s41598-024-56373-y,CP001848,Secondary,Secondary,TP,TP,TP
10.1186_s40793-015-0095-9,PRJDB2892,,Secondary,FP,FP,FP
10.1186_s12866-020-01863-y,PRJNA593570,,Secondary,FP,FP,FP
10.3897_jhr.96.111550,https://doi.org/10.15468/dl.x6cwjx,Primary,Primary,TP,TP,TP
10.1371_journal.pcbi.1011828,E-PROT-110,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0262974,2nrj,Secondary,,FN,FN,FN
10.1098_rspb.2015.0371,https://doi.org/10.5061/dryad.kh7nt,Primary,Primary,TP,TP,TP
10.1186_s12859-017-1952-x,https://doi.org/10.3852/11-027,,Primary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR004963,Secondary,Secondary,TP,TP,TP
10.1029_2022gl100473,https://doi.org/10.1209/0295-5075/96/59003,,Primary,FP,FP,TP
10.1590_1807-3107bor-2019.vol33.0095,https://doi.org/10.2341/06-106,,Primary,FP,FP,FP
10.1186_s12859-016-0922-z,SRR880232,,Secondary,FP,FP,FP
10.7554_elife.73695,https://doi.org/10.24272/j.issn.2095-8137.2020.056,,Primary,FP,FP,TP
10.1186_s12864-019-6131-1,https://doi.org/10.1095/biolreprod.113.111211,,Primary,FP,FP,FP
10.1039_d1ee03696c,https://doi.org/10.1557/jmr.2010.0020,,Primary,FP,FP,TP
10.7554_elife.74937,https://doi.org/10.5281/zenodo.6335347,Primary,Primary,TP,TP,TP
10.1128_spectrum.00422-24,K02423,,Secondary,FP,FP,TP
10.3390_molecules23123199,https://doi.org/10.3329/icpj.v1i9.11613,,Primary,FP,FP,FP
10.1186_s12974-020-01860-y,GSE144193,,Secondary,FP,FP,FP
10.1111_1365-2656.12594,https://doi.org/10.5285/378f0f77-1842-4789-ba15-6fbdf7d02299,Primary,,FN,FN,TP
10.1186_s12864-019-6131-1,ERR519288,,Secondary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN33094114,,Primary,FP,FP,TP
10.1016_j.molcel.2018.11.006,E-MTAB-5670,,Secondary,FP,FP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.ah5fq7,Secondary,,TP,FN,TP
10.1186_s12885-019-5681-6,GSE128766,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,K03412,,Secondary,FP,FP,TP
10.1016_j.scitotenv.2024.171850,https://doi.org/10.17863/cam.107163,Primary,Primary,TP,TP,TP
10.1590_1809-4430-eng.agric.v40n1p24-33_2020,https://doi.org/10.7127/rbai.v11n800706,,Primary,FP,FP,FP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/q1ee-j082,,Primary,TP,FP,TP
10.1371_journal.pone.0137181,https://doi.org/10.5061/dryad.m4r46,Primary,Primary,TP,TP,TP
10.3133_ofr20201035,https://doi.org/10.2173/bna.337,,Primary,FP,FP,TP
10.7554_elife.63455,https://doi.org/10.5061/dryad.qnk98sffp,Primary,Primary,TP,TP,TP
10.1038_s41597-019-0101-y,SAMN10880041,,Primary,FP,FP,TP
10.1186_s12864-019-6131-1,PRJEB27669,,Secondary,FP,FP,FP
10.7717_peerj.12422,https://doi.org/10.15468/dl.czyyq2,,Primary,TP,FP,TP
10.1101_096297,SRP065082,,Secondary,FP,FP,TP
10.1590_0104-530x4900-19,https://doi.org/10.4236/ajibm.2013.34043,,Primary,FP,FP,FP
10.1029_2021ea001703,https://doi.org/10.13020/jjdx-1m95,Secondary,,TP,FN,TP
10.1038_s41396-020-00885-8,PF15461,Secondary,Secondary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36791.v1,,Primary,TP,FP,TP
10.1186_s13068-018-1167-z,PRJNA265584,,Secondary,FP,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr35035.v1,,Primary,TP,FP,TP
10.1038_s41597-023-02280-2,EMPIAR-10387,Secondary,Secondary,TP,TP,TP
10.12688_f1000research.13852.1,https://doi.org/10.5256/f1000research.15056.r31652,,Primary,FP,FP,TP
10.1039_d1ee03696c,https://doi.org/10.3334/cdiac/00001_v2017,Secondary,,TP,FN,TP
10.1186_s12977-015-0204-2,GSE70106,,Secondary,FP,FP,FP
10.1186_s12859-020-3415-z,https://doi.org/10.2390/biecoll-jib-2015-267,,Primary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN08199278,,Primary,TP,FP,TP
10.1038_s41396-020-00885-8,IPR004007,Secondary,Secondary,TP,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.6075/j0154fjj,Primary,Primary,TP,TP,TP
10.1186_s13068-017-0901-2,GSE90611,,Secondary,FP,FP,FP
10.1128_spectrum.00422-24,K02557,,Secondary,FP,FP,TP
10.7554_eLife.63194,SRR2430030,Secondary,Secondary,TP,TP,TP
10.1186_s12864-019-6131-1,SRR6300675,,Secondary,FP,FP,FP
10.7554_elife.73695,https://doi.org/10.5061/dryad.6h5b7,Primary,Primary,TP,TP,TP
10.7554_eLife.72626,CVCL_1379,,Secondary,TP,FP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.zrhwa2,,Primary,TP,FP,TP
10.1038_s41597-023-02280-2,EMPIAR-10081,Secondary,Secondary,TP,TP,TP
10.1186_s12859-018-2263-6,GSE4115,,Secondary,FP,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr37065.v2,,Primary,TP,FP,TP
10.1038_s41598-020-59839-x,ENSBTAG00000017121,Secondary,Secondary,TP,TP,TP
10.1101_096297,PRJEB14167,,Secondary,FP,FP,TP
10.1128_JVI.01717-21,EPI_ISL_293291,,Secondary,TP,FP,TP
10.1186_s12881-019-0773-3,https://doi.org/10.2165/00003495-200464200-00003,,Primary,FP,FP,FP
10.1038_s41598-021-85671-y,https://doi.org/10.7937/tcia.2019.8kap372n,,Primary,TP,FP,TP
10.1186_s12864-019-6324-7,erx046,,Secondary,FP,FP,FP
10.1136_jitc-2021-003114,CVCL_1918,Secondary,Secondary,TP,TP,TP
10.1029_2022gl100473,https://doi.org/10.5281/zenodo.7092715,,Primary,FP,FP,TP
10.1136_jitc-2021-003114,CVCL_0627,Secondary,Secondary,TP,TP,TP
10.1111_1365-2664.13446,https://doi.org/10.5061/dryad.6d66b49,Primary,Primary,TP,TP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.wgtneb,,Primary,FP,FP,TP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.779748,Secondary,,TP,FN,TP
10.1111_mec.16743,https://doi.org/10.5066/p9f519wo,,Primary,FP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880028,,Primary,FP,FP,TP
10.1590_1981-6723.06017,https://doi.org/10.17268/sci.agropecu.2011.03.01,,Primary,FP,FP,FP
10.1371_journal.pone.0159387,PRJNA32553,Secondary,Secondary,TP,TP,TP
10.1038_s41597-023-02280-2,EMPIAR-10028,Secondary,Secondary,TP,TP,TP
10.1186_s12859-016-0922-z,SRR879615,,Secondary,FP,FP,FP
10.1039_d0sc02676j,https://doi.org/10.1592/phco.22.9.705.34062,,Primary,FP,FP,FP
10.3389_fevo.2023.1112519,https://doi.org/10.1594/pangaea.941236,Primary,,FN,FN,TP
10.1186_s12859-016-0922-z,SRR950078,,Secondary,FP,FP,FP
10.1186_s12864-019-6131-1,ERR522063,,Secondary,FP,FP,FP
10.1371_journal.pone.0070749,https://doi.org/10.5061/dryad.5q1sb.2,Primary,,FN,FN,TP
10.1038_s41396-020-00885-8,IPR001124,Secondary,Secondary,TP,TP,TP
10.1111_cas.12935,P24593,Secondary,,FN,FN,TP
10.3390_v11060565,EPI1104285,Secondary,Secondary,TP,TP,TP
10.1002_ece3.6144,https://doi.org/10.5061/dryad.zw3r22854,Primary,Primary,TP,TP,TP
10.20944_preprints202009.0353.v1,https://doi.org/10.15468/dl.jx7wck,Primary,Primary,TP,TP,TP
10.7554_eLife.63194,https://doi.org/10.5061/dryad.fbg79cnsr,,Primary,FP,FP,TP
10.1186_s12885-020-06724-5,https://doi.org/10.3332/ecancer.2014.434,,Primary,FP,FP,FP
10.5194_tc-17-3617-2023,https://doi.org/10.37053/lameteorologie-2021-0091,,Primary,FP,FP,TP
10.1371_journal.pone.0070749,https://doi.org/10.5061/dryad.5q1sb,Primary,Primary,TP,TP,TP
10.1038_s41598-024-56373-y,CP130886,Secondary,Secondary,TP,TP,TP
10.3389_fpls.2023.1160645,https://doi.org/10.4121/21864590,Primary,Primary,TP,TP,TP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36119.v1,,Primary,TP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880040,,Primary,FP,FP,TP
10.1128_spectrum.00422-24,https://doi.org/10.6064/2012/963401,,Primary,FP,FP,TP
10.1186_s12859-016-0922-z,SRP041955,,Secondary,FP,FP,FP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.779748,,Primary,TP,FP,TP
10.1212_wnl.0000000000006035,https://doi.org/10.5061/dryad.tq61224,Primary,Primary,TP,TP,TP
10.1111_2041-210x.12453,https://doi.org/10.5061/dryad.h4f7p,Primary,Primary,TP,TP,TP
10.3389_fcimb.2024.1292467,EPI_ISL_2365356,Secondary,Secondary,TP,TP,TP
10.1136_jitc-2021-003114,CVCL_3967,Secondary,Secondary,TP,TP,TP
10.1186_s12920-018-0379-1,GSE115601,,Secondary,FP,FP,FP
10.1186_s13071-018-3084-1,https://doi.org/10.11606/issn.2358-792x.v8i1p15-136,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,K02418,Secondary,Secondary,TP,TP,TP
10.5194_acp-22-2769-2022,https://doi.org/10.5067/suborbital/oracles/p3/2016_v2,,Primary,TP,FP,TP
10.12688_f1000research.11698.1,https://doi.org/10.5256/f1000research.11698.d163788,Primary,Primary,TP,TP,TP
10.1186_s12859-017-1952-x,SRP035367,,Secondary,FP,FP,FP
10.1186_s13059-019-1924-8,GSM1872886,,Secondary,FP,FP,FP
10.1016_j.fuel.2022.125768,https://doi.org/10.11583/dtu.20555586.v3,Primary,,FN,FN,FN
10.1242_jeb.211466,https://doi.org/10.5061/dryad.gtht76hhb,Primary,Primary,TP,TP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.82wsgb,,Primary,FP,FP,TP
10.1186_s12864-020-6657-2,PRJDB8242,,Secondary,FP,FP,FP
10.1186_s12864-019-5872-1,ENSDARG00000028533,,Secondary,FP,FP,FP
10.3390_s23177333,https://doi.org/10.5220/0006668400410051,,Primary,FP,FP,TP
10.1186_s12866-019-1542-3,NC_007323.3,,Secondary,FP,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr34584.v1,,Primary,TP,FP,TP
10.1186_s12864-015-2206-9,SRX015793,,Secondary,FP,FP,FP
10.1186_s13073-020-00727-4,NC_010277.2,,Secondary,FP,FP,FP
10.1055_s-0039-1693681,HPA1,,Secondary,FP,FP,FP
10.1186_s12885-017-3237-1,https://doi.org/10.1309/ajcpst1cthzs3psz,,Primary,FP,FP,FP
10.1186_s12862-019-1509-x,https://doi.org/10.1359/jbmr.041225,,Primary,FP,FP,FP
10.1073_pnas.2306723120,https://doi.org/10.15468/dl.a2a348,Primary,Primary,TP,TP,TP
10.1136_jitc-2021-003114,CVCL_0213,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0146274,ENSSTOG00000000313,,Secondary,FP,FP,TP
10.1029_2019pa003774,https://doi.org/10.2113/0300110,,Primary,FP,FP,TP
10.1186_1471-244x-13-259,https://doi.org/10.2340/16501977-0951,,Primary,FP,FP,FP
10.1186_s12859-016-0922-z,SRR881985,,Secondary,FP,FP,FP
10.3390_molecules25010053,https://doi.org/10.1070/rcr4835,,Primary,FP,FP,FP
10.1111_ddi.13153,https://doi.org/10.1650/00105422,,Primary,FP,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620704,Secondary,,TP,FN,TP
10.3389_fcimb.2024.1292467,EPI_ISL_17371329,Secondary,Secondary,TP,TP,TP
10.1186_s12885-018-4229-5,https://doi.org/10.4048/jbc.2013.16.4.357,,Primary,FP,FP,FP
10.3390_microorganisms8121872,CHEMBL403,Secondary,Secondary,TP,TP,TP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.14641.r35769,,Primary,FP,FP,TP
10.1186_s12864-019-5872-1,ENSDARG00000052766,,Secondary,FP,FP,FP
10.1186_s12943-019-1017-z,GSE11324,,Secondary,FP,FP,FP
10.1590_1678-4685-gmb-2018-0055,SRR3187022,,Secondary,FP,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340570,Secondary,Secondary,TP,TP,TP
10.3390_s23177333,https://doi.org/10.5281/zenodo.8090619,,Primary,TP,FP,TP
10.1080_02713683.2019.1607392,https://doi.org/10.1167/iovs.10-5531,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,K02400,Secondary,Secondary,TP,TP,TP
10.3389_fevo.2023.1112519,https://doi.org/10.1594/pangaea.921544,,Primary,FP,FP,TP
10.1038_s41597-023-02280-2,EMPIAR-10093,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0212669,E-GEOD-67851,Secondary,Secondary,TP,TP,TP
10.1038_s41396-020-00885-8,IPR004302,Secondary,Secondary,TP,TP,TP
10.1111_cas.12935,HPA030827,Secondary,Secondary,TP,TP,TP
10.3389_fpls.2023.1160645,https://doi.org/10.2525/ecb.54.79,,Primary,FP,FP,TP
10.3897_neobiota.82.87455,https://doi.org/10.15468/dl.yu2xpv,,Primary,TP,FP,TP
10.1186_s13054-019-2488-4,https://doi.org/10.12659/msm.911768,,Primary,FP,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.5066/p99mj096,,Primary,FP,FP,TP
10.1021_acsomega.3c06074,https://doi.org/10.4018/ijqspr.2016010102,,Primary,FP,FP,TP
10.1371_journal.pone.0159387,PRJNA167229,Secondary,Secondary,TP,TP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.yak5vd,,Primary,TP,FP,TP
10.3897_bdj.7.e47369,https://doi.org/10.15468/dl.6fsft1,,Primary,FP,FP,FP
10.1038_s41597-019-0101-y,err231,,Secondary,FP,FP,TP
10.12688_f1000research.13064.1,https://doi.org/10.5256/f1000research.14163.r28449,,Primary,FP,FP,TP
10.1186_s13072-019-0285-6,GSE54167,,Secondary,FP,FP,FP
10.1371_journal.pone.0212669,E-GEOD-19722,Secondary,Secondary,TP,TP,TP
10.1186_s12859-018-2263-6,GSE59765,,Secondary,FP,FP,FP
10.1590_0102.3772e35417,https://doi.org/10.15446/rsap.v16n2.30302,,Primary,FP,FP,FP
10.1177_0018720820970751,https://doi.org/10.1518/001872097778543886,,Primary,FP,FP,TP
10.7554_eLife.63194,PRJEB43238,,Secondary,FP,FP,TP
10.7717_peerj.10452,SAMN16233663,Primary,Primary,TP,TP,TP
10.1038_s41396-020-00885-8,IPR011040,Secondary,Secondary,TP,TP,TP
10.3133_cir1497,https://doi.org/10.5066/f77d2s7b,,Primary,TP,FP,TP
10.3133_ofr20231027,https://doi.org/10.5066/p9ooiq0e,Primary,,FN,FN,TP
10.1186_s13071-018-2964-8,SRP093558,,Secondary,FP,FP,FP
10.1186_s12933-019-0813-5,https://doi.org/10.1542/peds.111.4.851,,Primary,FP,FP,FP
10.1029_2023wr035126,https://doi.org/10.6073/pasta/bb935444378d112d9189556fd22a441d,,Primary,TP,FP,TP
10.1038_s41597-019-0101-y,SAMN10880019,,Primary,FP,FP,TP
10.1534_genetics.120.303190,https://doi.org/10.25386/genetics,,Primary,FP,FP,TP
10.7717_peerj.10452,SAMN16233657,Primary,Primary,TP,TP,TP
10.7554_elife.73695,https://doi.org/10.1176/ajp.123.2.121,,Primary,FP,FP,TP
10.7717_peerj.10452,SAMN16233654,Primary,Primary,TP,TP,TP
10.1038_s41467-018-04041-x,https://doi.org/10.1594/pangaea.860727,,Primary,FP,FP,TP
10.3390_v11060565,EPI1018208,Secondary,Secondary,TP,TP,TP
10.1186_s12864-019-6131-1,NC_006112.4,,Secondary,FP,FP,FP
10.1186_s12864-019-6131-1,PRJEB13248,,Secondary,FP,FP,FP
10.7554_eLife.63194,PF05183,Secondary,Secondary,TP,TP,TP
10.1186_s12885-019-5681-6,CVCL_E311,,Secondary,FP,FP,FP
10.1186_s40657-020-00194-w,PRJNA396570,,Secondary,FP,FP,FP
10.1186_s13020-020-00307-z,https://doi.org/10.12659/msm.904492,,Primary,FP,FP,FP
10.1038_s41893-020-0559-9,https://doi.org/10.1594/pangaea.806957,,Primary,FP,FP,TP
10.1002_cssc.202201821,https://doi.org/10.5281/zenodo.7074790,,Primary,FP,FP,FP
10.1128_spectrum.00422-24,K00575,,Secondary,FP,FP,TP
10.1016_j.cpc.2024.109087,https://doi.org/10.17632/9gr6pxhfjm,Primary,,FN,FN,FN
10.1371_journal.pone.0212669,E-GEOD-28654,Secondary,Secondary,TP,TP,TP
10.3390_s19030479,https://doi.org/10.4249/scholarpedia.1883,,Primary,FP,FP,TP
10.1021_acsomega.3c06074,CHEMBL572163,Secondary,Secondary,TP,TP,TP
10.1371_journal.pone.0159387,PRJNA47139,Secondary,Secondary,TP,TP,TP
10.3897_jhr.96.111550,https://doi.org/10.47446/osmia11.7,,Primary,FP,FP,TP
10.1039_d2cc00847e,https://doi.org/10.5281/zenodo.6010342,Primary,Primary,TP,TP,TP
10.1186_s40478-018-0561-x,GSE110720,,Secondary,FP,FP,FP
10.1029_2023wr035126,https://doi.org/10.15485/1892055,,Primary,FP,FP,TP
10.1002_ece3.6784,https://doi.org/10.26879/609,,Primary,FP,FP,FP
10.1186_s12967-020-02311-1,GSE10846,,Secondary,FP,FP,FP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.2a5f6c,,Primary,TP,FP,TP
10.1016_j.jobe.2023.107105,https://doi.org/10.17265/1934-7359/2022.03.004,,Primary,FP,FP,TP
10.1029_2019pa003774,https://doi.org/10.3334/cdiac/otg.ndp093_glodapv2,,Primary,TP,FP,TP
10.1186_s12931-019-1001-6,https://doi.org/10.1513/annalsats.201507-446oc,,Primary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR004785,Secondary,Secondary,TP,TP,TP
10.1080_21645515.2023.2189598,F6RVJ3,Secondary,,FN,FN,TP
10.1371_journal.pone.0212669,E-GEOD-49243,Secondary,Secondary,TP,TP,TP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.775959,Secondary,,TP,FN,TP
10.7554_eLife.72626,CHEMBL3347550,Primary,,TP,FN,TP
10.3390_microorganisms8121872,CHEMBL3311228,Secondary,Secondary,TP,TP,TP
10.5194_essd-2023-187,https://doi.org/10.17882/55741,,Primary,TP,FP,TP
10.3133_cir1497,https://doi.org/10.5066/p9fz4ojw,,Primary,TP,FP,TP
10.1111_cas.12935,CAB009216,,Secondary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN07159041,Secondary,,TP,FN,TP
10.3133_cir1497,https://doi.org/10.5066/p99onunm,Secondary,,TP,FN,TP
10.1371_journal.pone.0159387,CP013147,Secondary,Secondary,TP,TP,TP
10.7717_peerj.10452,SAMN16233643,Primary,Primary,TP,TP,TP
10.1186_s12885-020-06724-5,https://doi.org/10.4048/jbc.2017.20.3.264,,Primary,FP,FP,FP
10.1093_nar_gkp1049,3.40.50.1820,Secondary,,FN,FN,TP
10.1029_2019jg005297,https://doi.org/10.1614/wtd1000034.1,,Primary,FP,FP,TP
10.1186_s13326-019-0195-3,https://doi.org/10.15265/iy-2017-030,,Primary,FP,FP,FP
10.1038_s41597-019-0101-y,GSE130386,,Secondary,TP,FP,TP
10.1111_cas.12935,O75787,Secondary,,FN,FN,TP
10.1534_g3.119.400993,GSE68510,,Secondary,FP,FP,TP
10.5194_acp-22-2769-2022,https://doi.org/10.5281/zenodo.1285969,,Primary,FP,FP,TP
10.1186_s12859-016-0922-z,SRR879800,,Secondary,FP,FP,FP
10.1590_fst.36617,https://doi.org/10.3923/pjn.2015.62.66,,Primary,FP,FP,FP
10.1590_1981-86372019000243506,https://doi.org/10.5301/jabfm.5000,,Primary,FP,FP,FP
10.1038_s41396-020-00885-8,IPR001577,Secondary,Secondary,TP,TP,TP
10.1186_s12934-018-1005-9,PF06013,,Secondary,FP,FP,FP
10.7717_peerj.10452,SAMN16233655,Primary,Primary,TP,TP,TP
10.3389_fpls.2023.1160645,https://doi.org/10.5281/zenodo.1316618,,Primary,FP,FP,TP
10.5194_tc-17-3617-2023,https://doi.org/10.24381/cds.adbb2d47,,Primary,FP,FP,TP
10.1186_s12885-019-5681-6,https://doi.org/10.1677/erc.1.01280,,Primary,FP,FP,FP
10.1038_s41598-020-59839-x,ENSOARG00000012128,Secondary,Secondary,TP,TP,TP
10.1242_dev.138545,https://doi.org/10.5061/dryad.fj0qj,Primary,Primary,TP,TP,TP
10.5194_essd-2019-206,https://doi.org/10.1525/elementa.140,,Primary,FP,FP,TP
10.1111_cas.12935,P24821,Secondary,,FN,FN,TP
10.3389_fmicb.2024.1456637,SAMN09534374,Secondary,,TP,FN,TP
10.1186_s12859-018-2146-x,https://doi.org/10.3724/sp.j.1206.2010.00104,,Primary,FP,FP,FP
10.3897_zookeys.500.9360,https://doi.org/10.5962/bhl.title.10123,,Primary,FP,FP,TP
10.1186_s13059-019-1924-8,GSM1872887,,Secondary,FP,FP,FP
10.3390_v11060565,EPI1018211,Secondary,Secondary,TP,TP,TP
10.7717_peerj.12422,https://doi.org/10.15468/dl.wp98ts,,Primary,FP,FP,TP
10.21203_rs.3.rs-3338732_v1,https://doi.org/10.25422/azu.data.19680372,Primary,Primary,TP,TP,TP
10.1590_0102.3772e35417,https://doi.org/10.15446/rsap.v20n3.47748,,Primary,FP,FP,FP
10.1186_s12864-019-6131-1,PRJEB12891,,Secondary,FP,FP,FP
10.1186_s12864-019-5872-1,ENSDARG00000013250,,Secondary,FP,FP,FP
10.1186_s11689-019-9287-8,https://doi.org/10.1207/s15326942dn2701_3,,Primary,FP,FP,FP
10.1186_s13059-018-1557-3,https://doi.org/10.3791/50087,,Primary,FP,FP,FP
10.1016_j.websem.2024.100815,https://doi.org/10.5281/zenodo.3559043,,Primary,FP,FP,TP
10.1021_acsomega.3c06074,CHEMBL1097,Secondary,Secondary,TP,TP,TP
10.12688_f1000research.10556.1,https://doi.org/10.2139/ssrn.2292934,,Primary,FP,FP,TP
10.17581_bp.2020.09104,https://doi.org/10.15468/dl.ze0mrg,Primary,Primary,TP,TP,TP
10.7554_eLife.72626,https://doi.org/10.14440/jbm.2015.63,,Primary,FP,FP,TP
10.1186_s13059-020-1949-z,https://doi.org/10.5281/zenodo.3564179,,Primary,FP,FP,FP
10.3897_zookeys.500.9360,https://doi.org/10.1635/053.161.0110,,Primary,FP,FP,TP
10.1371_journal.pcbi.1011828,PXD005709,Secondary,Secondary,TP,TP,TP
10.1080_19475683.2023.2226196,https://doi.org/10.15468/dl.qm4v2t,,Primary,TP,FP,TP
10.1038_s41597-022-01555-4,https://doi.org/10.7937/tcia.e3sv-re93,Secondary,,TP,FN,TP
10.3389_fcell.2020.618552,https://doi.org/10.5281/zenodo.3951126,,Primary,FP,FP,TP
10.3897_bdj.7.e47369,https://doi.org/10.15468/d4unx4,,Primary,FP,FP,FP
10.7717_peerj.12422,https://doi.org/10.15468/dl.72ddmz,,Primary,FP,FP,TP
10.3389_fmicb.2024.1456637,SAMN12620704,,Primary,TP,FP,TP
10.1093_nar_gkp1049,3.40.630.30,Secondary,,FN,FN,TP
10.5194_se-13-1541-2022,https://doi.org/10.5067/gpm/imergdf/day/06,,Primary,FP,FP,TP
10.1002_ece3.6784,https://doi.org/10.11609/jott.o4192.7211-22,,Primary,FP,FP,FP
10.1590_0034-7167-2018-0065,https://doi.org/10.3928/01484834-20090916-07,,Primary,FP,FP,FP
