article_id,dataset_id,type_true,type_pred,cat_id,cat_type
10.1098_rspb.2015.2726,https://doi.org/10.1016/j.cub.2006.10.053,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.18637/jss.v025.i01,,Primary,FP,FP
10.1038_ncomms11871,Missing,Missing,,FN,FN
10.1080_21645515.2023.2189598,NM_001127631,,Secondary,FP,FP
10.1186_s13148-018-0581-1,BX936347,,Secondary,FP,FP
10.7554_elife.63455,https://doi.org/10.13039/501100001809,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.7554/elife.56833,,Primary,FP,FP
10.5937_bnhmb1811227u,https://doi.org/10.15468/dl.i71k4s,Secondary,,FN,FN
10.7554_elife.73695,https://doi.org/10.13039/100009201,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1002/ecs2.2995,,Primary,FP,FP
10.1590_1982-0216_20192158519,Missing,Missing,,FN,FN
10.1534_g3.119.400993,https://doi.org/10.25387/g3.9626636,Primary,Primary,TP,TP
10.1038_s41396-020-00885-8,IPR001124,Secondary,Secondary,TP,TP
10.1103_physrevresearch.4.023008,https://doi.org/10.1063/1.5000315,,Primary,FP,FP
10.1186_s12864-019-6099-x,SRR8906256,,Secondary,FP,FP
10.1038_s41598-020-59839-x,ENSOARG00000014129,Secondary,Secondary,TP,TP
10.1186_s12864-019-6131-1,SRR6300675,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1007/s10933-014-9814-2,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1144/gsl.sp.1999.146.01.19,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1111/j.1461-0248.2007.01053.x,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1103/physrevresearch.2.013273,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/s0277-3791(03)00204-x,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevb.54.5368,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2005wr004212,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1073/pnas.0705088105,,Primary,FP,FP
10.1371_journal.pone.0159387,PRJNA10687,Secondary,Secondary,TP,TP
10.1038_s41597-019-0101-y,SAMN10880029,,Primary,FP,FP
10.3133_ofr20231027,https://doi.org/10.5066/p9ooiq0e,Primary,,FN,FN
10.1002_cssc.202201821,https://doi.org/10.1002/cssc.v16.3,,Primary,FP,FP
10.1128_spectrum.00422-24,PF00356,Secondary,Secondary,TP,TP
10.1029_2023wr035126,https://doi.org/10.1029/2011wr010800,,Primary,FP,FP
10.1107_s2056989016016819,Missing,Missing,,FN,FN
10.7717_peerj.10452,SAMN16233662,Primary,Primary,TP,TP
10.1038_s41396-020-00885-8,IPR008139,Secondary,Secondary,TP,TP
10.1128_JVI.01717-21,EPI_ISL_445093,Primary,,TP,FN
10.1186_s12864-018-5198-4,Missing,Missing,,FN,FN
10.1103_physrevresearch.4.023008,https://doi.org/10.1038/s41586-018-0432-4,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/j.epsl.2008.07.060,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233659,Primary,Primary,TP,TP
10.1007_s00382-022-06361-7,https://doi.org/10.1038/s41598-017-11285-y,,Primary,FP,FP
10.1186_s12862-019-1388-1,https://doi.org/10.13039/100000002,,Primary,FP,FP
10.1186_s12859-016-0904-1,https://doi.org/10.13039/100000185,,Primary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1021/ja208395z,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/p9hdxe32,Secondary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1080/03632415.2011.574578,,Primary,FP,FP
10.7554_elife.29944,https://doi.org/10.13039/100000936,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1093/sleep/zsy038,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233649,Primary,Primary,TP,TP
10.1002_esp.5090,https://doi.org/10.1002/esp.v46.7,,Primary,FP,FP
10.1186_s13072-019-0285-6,GSE49739,,Secondary,FP,FP
10.1002_ejoc.202000916,https://doi.org/10.1002/(issn)1099-0690,,Primary,FP,FP
10.1038_s41598-024-56373-y,CP001848,Secondary,Secondary,TP,TP
10.3390_d13010019,https://doi.org/10.1002/9781118445112.stat07841,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1785/gssrl.74.2.163,,Primary,FP,FP
10.3133_cir1497,https://doi.org/10.5066/f7nc5zfm,Secondary,,FN,FN
10.1107_s1600536812027390,Missing,Missing,,FN,FN
10.7554_elife.73695,https://doi.org/10.3390/s18082649,,Primary,FP,FP
10.1186_s12859-017-1563-6,https://doi.org/10.13039/100001445,,Primary,FP,FP
10.1038_s41396-020-00885-8,IPR002477,Secondary,Secondary,TP,TP
10.7554_eLife.72626,CHEMBL3347550,Primary,,TP,FN
10.7554_elife.73695,https://doi.org/10.1098/rstb.2015.0110,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2017gl076968,,Primary,FP,FP
10.1186_s12864-019-6131-1,SRR2028057,,Secondary,FP,FP
10.1038_s41598-020-59839-x,ENSOARG00000012128,Secondary,Secondary,TP,TP
10.1038_s41598-020-59839-x,ENSOARG00000013303,,Secondary,FP,FP
10.3390_d13010019,https://doi.org/10.1126/science.1160662,,Primary,FP,FP
10.1136_jitc-2021-003114,CVCL_0213,Secondary,Secondary,TP,TP
10.1021_acscentsci.1c01109,https://doi.org/10.13039/100010665,,Primary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880024,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1007/s00265-014-1871-z,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevb.36.4066,,Primary,FP,FP
10.3390_microorganisms8121872,CHEMBL561,Secondary,Secondary,TP,TP
10.1186_s12866-019-1542-3,NC_007322.2,,Secondary,FP,FP
10.1590_1678-4499.20190067,Missing,Missing,,FN,FN
10.1002_ece3.5395,https://doi.org/10.1002/(issn)2045-7758,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1029/jc084ic01p00347,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1002/cbic.202100112,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36395.v1,Secondary,,TP,FN
10.3133_cir1497,https://doi.org/10.5066/f7h993cz,Secondary,,FN,FN
10.1128_JVI.01717-21,EPI_ISL_445092,Primary,,TP,FN
10.1186_s12859-016-0922-z,SRR880070,,Secondary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.1097/00006324-199302000-00011,,Primary,FP,FP
10.1186_s40425-019-0730-x,Missing,Missing,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.5066/p9myl7wj,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1002/hyp.7195,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1093/sleep/26.3.342,,Primary,FP,FP
10.1111_1365-2435.13569,https://doi.org/10.1111/fec.v34.6,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/jcli-d-19-0439.1,,Primary,FP,FP
10.1038_s41598-020-59839-x,ENSBTAG00000017121,Secondary,Secondary,TP,TP
10.7554_elife.73695,https://doi.org/10.1016/j.conb.2013.02.008,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1038/nrg3885,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1016/j.epsl.2008,,Primary,FP,FP
10.1128_spectrum.00422-24,K02398,Secondary,Secondary,TP,TP
10.3390_d13010019,https://doi.org/10.1111/1365-2745.12610,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.3892/or.2012.1813,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1038/16169,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.2343/geochemj.38.129,,Primary,FP,FP
10.7554_elife.63455,https://doi.org/10.5061/dryad.37pvmcvj9,Primary,Primary,TP,TP
10.7554_eLife.72626,https://doi.org/10.1098/rsif.2017.0237,,Primary,FP,FP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.779748,,Primary,TP,FP
10.1186_s12918-015-0209-4,Missing,Missing,,FN,FN
10.1186_s40478-018-0655-5,Missing,Missing,,FN,FN
10.1107_s2052252515011665,Missing,Missing,,FN,FN
10.1107_s0108270106019688,Missing,Missing,,FN,FN
10.1029_2021gl096173,https://doi.org/10.1016/s0169-8095(99)00026-5,,Primary,FP,FP
10.1186_s13071-018-3237-2,Missing,Missing,,FN,FN
10.1128_JVI.01717-21,EPI_ISL_332395,,Secondary,TP,FP
10.7554_elife.73695,https://doi.org/10.1111/j.1365-2869.2011.00944.x,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1098/rsta.1991.0049,,Primary,FP,FP
10.1590_1678-4685-gmb-2018-0055,SRR5651498,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1002/ajpa.23427,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0091-7613(1992)020<0141:tstato>2.3.co;2,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1038/nature02403,,Primary,FP,FP
10.1186_s12863-019-0790-4,Missing,Missing,,FN,FN
10.1107_s1600536810047185,Missing,Missing,,FN,FN
10.1186_s13059-019-1918-6,https://doi.org/10.13039/501100001703,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/g25356a.1,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620691,Secondary,,TP,FN
10.1073_pnas.2306723120,https://doi.org/10.5066/f7df6pqs,,Primary,FP,FP
10.3389_fcell.2020.618552,https://doi.org/10.5281/zenodo.4311473,Primary,Primary,TP,TP
10.1002_ece3.6784,Missing,Missing,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1111/fwb.12583,,Primary,FP,FP
10.1107_s2056989014026358,Missing,Missing,,FN,FN
10.1186_s13014-018-1166-z,Missing,Missing,,FN,FN
10.1371_journal.pone.0284951,https://doi.org/10.1016/j.brainresprot.2004.10.001,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN12620701,Secondary,,TP,FN
10.1186_s12864-019-6131-1,SRR6300650,,Secondary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880040,,Primary,FP,FP
10.1186_s12859-017-1563-6,PXD004645,,Secondary,FP,FP
10.1016_j.jobe.2023.107105,https://doi.org/10.5281/zenodo.8014149,Primary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1111/gcb.13182,,Primary,FP,FP
10.1186_s12859-016-0904-1,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.75,,Primary,FP,FP
10.1364_oe.25.001985,https://doi.org/10.15125/bath-00325,Primary,,FN,FN
10.1186_s13104-018-4014-1,SRX2499147,,Secondary,FP,FP
10.1371_journal.pone.0212669,E-GEOD-39084,Secondary,Secondary,TP,TP
10.1038_s41597-019-0101-y,SAMN10880023,,Primary,FP,FP
10.1080_21645515.2023.2189598,F6RVJ3,Secondary,,FN,FN
10.7717_peerj.13193,https://doi.org/10.6073/pasta/b23deb8e1ccf1c1413382bf911c6be19,Primary,Primary,TP,TP
10.1093_nar_gkp1049,3.30.930.10,Secondary,,FN,FN
10.1128_spectrum.00422-24,K03408,,Secondary,FP,FP
10.1111_gcb.13914,https://doi.org/10.1111/gcb.2018.24.issue-3,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/g46666.1,,Primary,FP,FP
10.1186_s13024-018-0254-8,GSE65067,,Secondary,FP,FP
10.1186_s13059-019-1918-6,https://doi.org/10.13039/501100001711,,Primary,FP,FP
10.1590_1809-6891v21e-43578,Missing,Missing,,FN,FN
10.1101_2022.07.21.501061,https://doi.org/10.15468/dl.pdjqte,Primary,,FN,FN
10.1111_njb.02077,https://doi.org/10.1111/njb.2019.v37.i6,,Primary,FP,FP
10.1093_bib_bbab395,https://doi.org/10.13039/501100001691,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2012g,,Primary,FP,FP
10.1186_s12916-019-1469-4,GSE135055,,Secondary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880021,,Primary,FP,FP
10.1186_s12864-019-6131-1,ERR522063,,Secondary,FP,FP
10.1103_physrevresearch.4.023008,https://doi.org/10.1038/nmat1804,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.13039/100000001,,Primary,FP,FP
10.1590_1413-785220192703169516,Missing,Missing,,FN,FN
10.1103_physrevresearch.4.023008,https://doi.org/10.1038/ncomms13758,,Primary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1021/cr970015o,,Primary,FP,FP
10.1186_s13104-018-4014-1,Missing,Missing,,FN,FN
10.1039_d1ee03696c,https://doi.org/10.1016/j.mssp.2012.12.028,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1002/sim.7227,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr37062.v1,,Primary,TP,FP
10.3390_d13010019,https://doi.org/10.1890/12-0385.1,,Primary,FP,FP
10.1371_journal.pone.0284951,https://doi.org/10.1007/s10278-017-9983-4,,Primary,FP,FP
10.1017_s0007123423000601,https://doi.org/10.7910/dvn/fwckse,Primary,,FN,FN
10.3762_bjoc.8.42,https://doi.org/10.1002/ejic.200500731,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1111/j.1439-0310.2011.01875.x,,Primary,FP,FP
10.1111_2041-210x.13817,https://doi.org/10.1111/(issn)2041-210x,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1016/0022-1694(70)90255-6,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.14440/jbm.2015.63,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.5281/zenodo.7859686,,Primary,FP,FP
10.3390_rs4102923,https://doi.org/10.1594/pangaea.775959,,Primary,TP,FP
10.3390_v11060565,KX000734,Secondary,Secondary,TP,TP
10.1186_s40168-018-0550-0,SRP058493,,Secondary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1002/2015gl066235,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.6019/chembl.database.23,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1130/g22865a.1,,Primary,FP,FP
10.3762_bjoc.8.42,https://doi.org/10.1002/macp.1994.021951208,,Primary,FP,FP
10.1128_spectrum.00422-24,K02391,Secondary,Secondary,TP,TP
10.3390_v11060565,EPI1019551,Secondary,Secondary,TP,TP
10.1016_j.cpc.2024.109087,https://doi.org/10.1103/physrevb.94,,Primary,FP,FP
10.1128_JVI.01717-21,EPI_ISL_293289,Primary,,TP,FN
10.1038_sdata.2017.167,https://doi.org/10.5061/dryad.sm847,Primary,Primary,TP,TP
10.1186_s13072-019-0285-6,GSE19602,,Secondary,FP,FP
10.1186_s12866-020-01863-y,Missing,Missing,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.1002/2014gl060641,,Primary,FP,FP
10.1371_journal.pone.0284951,https://doi.org/10.3389/fped.2016.00004,,Primary,FP,FP
10.1038_s41597-019-0101-y,SAMN10880030,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0016-7606(2000)112<1209,,Primary,FP,FP
10.3390_v11060565,EPI1387245,Primary,,TP,FN
10.1039_d0sc02283g,https://doi.org/10.13039/501100001659,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1002/2017grl074175,,Primary,FP,FP
10.1002_ejic.201900904,https://doi.org/10.1002/ejic.v2019.41,,Primary,FP,FP
10.1186_s13073-020-00727-4,PRJNA606748,,Secondary,FP,FP
10.1002_ece3.5395,https://doi.org/10.1002/ece3.v9.16,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.1029/2019jd030922,,Primary,FP,FP
10.1534_g3.119.400401,https://doi.org/10.25387/g3.9478253,Primary,Primary,TP,TP
10.1128_spectrum.00422-24,PF13377,Secondary,Secondary,TP,TP
10.1103_physrevresearch.4.023008,https://doi.org/10.1063/1.3555098,,Primary,FP,FP
10.1128_spectrum.00422-24,K02405,Secondary,Secondary,TP,TP
10.1002_mp.14424,https://doi.org/10.7937/tcia.2020.6c7y-gq39,Primary,,FN,FN
10.1002_ecs2.4619,https://doi.org/10.2307/1468420,,Primary,FP,FP
10.1186_s13024-018-0254-8,https://doi.org/10.13039/100000049,,Primary,FP,FP
10.3390_inorganics7050058,Missing,Missing,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36119.v1,Secondary,,TP,FN
10.1029_2022gl100473,https://doi.org/10.1002/2017gl074182,,Primary,FP,FP
10.3389_fevo.2023.1112519,https://doi.org/10.1594/pangaea.941189,Primary,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1177/0959683610384165,,Primary,FP,FP
10.1186_s13148-018-0581-1,https://doi.org/10.13039/501100003593,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN03019926,,Primary,FP,FP
10.1002_chem.202000235,https://doi.org/10.1002/(issn)1521-3765,,Primary,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2402571,Secondary,Secondary,TP,TP
10.1103_physrevresearch.4.023008,https://doi.org/10.1103/physrevlett.108.077204,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1126/science.1169640,,Primary,FP,FP
10.1029_2018gl078007,https://doi.org/10.5061/dryad.886pr72,Primary,Primary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0091-7613(2002)030<0271:hcotma>2.0.co;2,,Primary,FP,FP
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr36791.v1,Secondary,,TP,FN
10.1093_nar_gkp1049,3.90.1200.10,Secondary,,FN,FN
10.1029_2023wr035126,https://doi.org/10.1016/j.jhydrol.2017.03.044,,Primary,FP,FP
10.3897_jhr.96.111550,https://doi.org/10.15468/dl.x6cwjx,Primary,,FN,FN
10.3390_d13010019,https://doi.org/10.1046/j.1469-8137.1999.00428.x,,Primary,FP,FP
10.1590_1806-93042019000400002,Missing,Missing,,FN,FN
10.7554_eLife.63194,PF02171,Secondary,Secondary,TP,TP
10.1016_j.ast.2022.107401,https://doi.org/10.17862/cranfield.rd.19146182.v1,Primary,,FN,FN
10.7717_peerj.13193,https://doi.org/10.6073/pasta/02e2764efb408a8b66b7f486eac14dc0,Secondary,,TP,FN
10.1186_s13059-019-1918-6,GSE118622,,Secondary,FP,FP
10.1186_s13072-019-0285-6,GSE80049,,Secondary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1130/ges02269.1,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1111/j.1654-1103.2004.tb02266.x,,Primary,FP,FP
10.1029_2023ea002840,https://doi.org/10.1002/2017gb005671,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1029/2003rg000127,,Primary,FP,FP
10.1038_hdy.2015.99,https://doi.org/10.5061/dryad.f47f6,Primary,Primary,TP,TP
10.1186_s12864-020-6657-2,PRJDB8242,,Secondary,FP,FP
10.1073_pnas.1915395117,https://doi.org/10.6073/pasta/57108aaeede00e77cac110bc5366a92b,Primary,,FN,FN
10.1371_journal.pone.0070749,https://doi.org/10.5061/dryad.5q1sb.1,Primary,,FN,FN
10.1186_s12859-018-2263-6,Missing,Missing,,FN,FN
10.1029_2023ea002840,https://doi.org/10.1038/ngeo605,,Primary,FP,FP
10.1140_epjc_s10052-019-6583-0,Missing,Missing,,FN,FN
10.1186_s12864-019-6131-1,ERR519283,,Secondary,FP,FP
10.1128_spectrum.00422-24,K02413,Secondary,Secondary,TP,TP
10.1098_rsbl.2015.0113,https://doi.org/10.5061/dryad.1h7p0,Primary,Primary,TP,TP
10.1186_s12864-019-6131-1,SRR2028233,,Secondary,FP,FP
10.3389_fcimb.2024.1292467,EPI_ISL_2340662,Secondary,Secondary,TP,TP
10.1029_2021gl096173,https://doi.org/10.1175/1520-0477(1997)078%3c1885:ccatpf%3e2.0.co;2,,Primary,FP,FP
10.3390_d13010019,https://doi.org/10.1007/s10021-013-9714-8,,Primary,FP,FP
10.1111_cas.12935,HPA001522,Secondary,Secondary,TP,TP
10.1029_2023ea002840,https://doi.org/10.1029/2000jd900707,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1175/jhm-d-18-0217,,Primary,FP,FP
10.7717_peerj.10452,SAMN16233646,Primary,Primary,TP,TP
10.1016_j.cpc.2024.109087,https://doi.org/10.1143/jpsj.81,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1016/j.coisb.2021.100385,,Primary,FP,FP
10.1186_s13024-018-0266-4,PXD007160,,Secondary,FP,FP
10.7554_elife.73695,https://doi.org/10.1038/nature04286,,Primary,FP,FP
10.1111_acel.13089,https://doi.org/10.13039/100001818,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.5194/se-9-531-2018,,Primary,FP,FP
10.5194_essd-2023-198,https://doi.org/10.17882/94147,Primary,,FN,FN
10.1136_jitc-2021-003114,CVCL_1919,Secondary,Secondary,TP,TP
10.1111_1365-2745.13449,https://doi.org/10.5061/dryad.r7sqv9s8n,Primary,,FN,FN
10.1145_3461702.3462538,https://doi.org/10.3886/icpsr25104.v1,Secondary,,TP,FN
10.1186_s13071-016-1359-y,https://doi.org/10.13039/100004440,,Primary,FP,FP
10.1242_dev.138545,https://doi.org/10.13039/501100001700,,Primary,FP,FP
10.1371_journal.pone.0093021,Missing,Missing,,FN,FN
10.1039_d2cc00847e,https://doi.org/10.1038/ncomms1902,,Primary,FP,FP
10.1029_2021gl096173,https://doi.org/10.5194/acp-19-5313-2019,,Primary,FP,FP
10.3390_molecules17077645,Missing,Missing,,FN,FN
10.7717_peerj.13193,https://doi.org/10.6073/pasta/02e2764efb408a8b66b7f486eac14dc0,,Primary,TP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1093/icb/45.3.486,,Primary,FP,FP
10.7554_elife.73695,https://doi.org/10.1038/srep35812,,Primary,FP,FP
10.1186_s13024-018-0266-4,Missing,Missing,,FN,FN
10.7554_eLife.72626,https://doi.org/10.1038/nbt.2284,,Primary,FP,FP
10.1186_s12859-016-0922-z,GSM1722948,,Secondary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1016/j.rse.2016.06.018,,Primary,FP,FP
10.7554_eLife.72626,https://doi.org/10.1093/bioinformatics/btl210,,Primary,FP,FP
10.1038_s41396-020-00885-8,IPR000884,Secondary,Secondary,TP,TP
10.1039_d2cc00847e,https://doi.org/10.1039/c8cp02576b,,Primary,FP,FP
10.12688_f1000research.13483.1,https://doi.org/10.5256/f1000research.14641.r31452,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1038/084165a0,,Primary,FP,FP
10.1186_s40168-017-0338-7,https://doi.org/10.13039/100006108,,Primary,FP,FP
10.1002_mp.14424,https://doi.org/10.7937/k9/tcia.2015.pf0m9rei,Secondary,,FN,FN
10.1371_journal.pntd.0005385,https://doi.org/10.5061/dryad.72v34,Primary,Primary,TP,TP
10.3389_feart.2023.1205211,https://doi.org/10.1130/0091-7613(1998)026<0647:acftcs>2.3.co;2,,Primary,FP,FP
10.1128_spectrum.00422-24,SRX23571306,,Secondary,FP,FP
10.1002_esp.5058,https://doi.org/10.5061/dryad.jh9w0vt9t,Primary,,FN,FN
10.1186_s12859-016-0922-z,SRR881672,,Secondary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1002/eco.48,,Primary,FP,FP
10.1016_j.cpc.2024.109087,https://doi.org/10.1016/j.cpc.2017.04.006,,Primary,FP,FP
10.1186_s12859-017-1563-6,https://doi.org/10.13039/100000861,,Primary,FP,FP
10.1029_2022gl100473,https://doi.org/10.1029/2019jb018922,,Primary,FP,FP
10.3389_fmicb.2024.1456637,SAMN33094099,,Primary,FP,FP
10.1186_s12885-019-5681-6,Missing,Missing,,FN,FN
10.3390_d13010019,https://doi.org/10.1111/j.1365-2664.2011.02023.x,,Primary,FP,FP
10.1002_ecs2.4619,https://doi.org/10.1007/s00442,,Primary,FP,FP
10.1039_d2cc00847e,https://doi.org/10.1038/nchem.2384,,Primary,FP,FP
10.3390_cryst9060301,Missing,Missing,,FN,FN
10.1371_journal.pone.0212669,E-GEOD-48278,Secondary,Secondary,TP,TP
10.7554_elife.73695,https://doi.org/10.1002/ajhb.22481,,Primary,FP,FP
10.1098_rspb.2015.2726,https://doi.org/10.1016/j.cub.2012.09.021,,Primary,FP,FP
10.1186_s12874-018-0583-x,Missing,Missing,,FN,FN
10.1016_j.cpc.2024.109087,https://doi.org/10.1016/j.cpc.2015.04.023,,Primary,FP,FP
10.21203_rs.3.rs-2814013_v1,https://doi.org/10.15468/dl.qv53hc,Primary,,FN,FN
10.1371_journal.pone.0096457,Missing,Missing,,FN,FN
10.1186_s12870-018-1542-8,GSE77637,,Secondary,FP,FP
10.1186_s13059-020-02048-6,Missing,Missing,,FN,FN
10.1186_s12859-016-0922-z,SRR950083,,Secondary,FP,FP
10.1111_ddi.13161,https://doi.org/10.5061/dryad.73n5tb2v8,,Primary,FP,FP
10.1038_s41396-020-00885-8,IPR029787,Secondary,Secondary,TP,TP
10.1186_s12859-016-0922-z,SRR881272,,Secondary,FP,FP
10.1038_s41598-021-85671-y,https://doi.org/10.7937/k9/tcia.2017.8oje5q00,Secondary,,FN,FN
10.3389_feart.2023.1205211,https://doi.org/10.1016/j.epsl,,Primary,FP,FP
10.1007_s00382-022-06361-7,https://doi.org/10.1029/2006g,,Primary,FP,FP
10.1021_acsomega.3c06074,CHEMBL70,Secondary,Secondary,TP,TP
10.1029_2022gl100473,https://doi.org/10.1002/2013jb010231,,Primary,FP,FP
10.1029_2023wr035126,https://doi.org/10.1029/2007jd008397,,Primary,FP,FP
10.1590_1678-4685-gmb-2018-0055,Missing,Missing,,FN,FN
10.3389_fcimb.2024.1292467,EPI_ISL_2340570,Secondary,Secondary,TP,TP
10.1002_chem.202003167,https://doi.org/10.13039/501100003329,,Primary,FP,FP
10.3389_feart.2023.1205211,https://doi.org/10.1002/2014gc005379,,Primary,FP,FP
